id,score
3083,0.29199855803537256
898,0.26647402004950604
2549,0.26483388435275773
3591,0.25481338214355786
859,0.24961508830135312
981,0.24588666300965797
4004,0.24177284024512188
828,0.23781457691682648
772,0.23693955110363693
2869,0.23190036174568113
825,0.23007075285582929
3085,0.22881438097813775
796,0.22836645680116105
1928,0.22470669025852968
821,0.22113289104342324
889,0.21874113037836596
2557,0.2127980706395726
698,0.20952908873087348
3720,0.2038588765750502
1069,0.20228716432908006
706,0.20050188284683418
3681,0.20026720118795727
880,0.19759510292817284
3705,0.19593015488284865
1050,0.19568121841532551
3125,0.19402850002906638
864,0.19321478850866672
3130,0.19314979489274162
831,0.19314683399389515
881,0.19194297398747862
513,0.18766862336342202
3700,0.18548226256106173
992,0.18494846223305958
2636,0.1841149235796647
2450,0.18408026012768097
2037,0.18009006755629925
40,0.1797866299901979
2984,0.17931631503020817
2982,0.177892016741205
1737,0.17628768552085067
676,0.17559931028628578
548,0.17520115195136113
997,0.1729658471057519
677,0.17285267941367818
3046,0.17124693631268542
788,0.16967751756178084
850,0.1695996608010176
486,0.1686561054031658
3352,0.1679970134129754
680,0.16796931113292923
488,0.16719788795310572
673,0.16713156761621886
2496,0.1662680101358624
3120,0.16583123951776998
2843,0.16483267673842683
3733,0.16398401233815754
3408,0.16395645894598823
1057,0.16358257627039396
3527,0.1632993161855452
844,0.16307484966544225
905,0.16283046848759572
1479,0.1623163707561769
3057,0.16116459280507606
358,0.16090938347187225
53,0.16069677006837577
1436,0.160628536435956
1658,0.15975241260567344
816,0.1594162282660911
727,0.15904855449750882
804,0.15894388284780525
1022,0.15811388300841894
1896,0.15811388300841894
108,0.15797728351595736
1469,0.15724272550828772
4000,0.15714681654815507
1976,0.15647087218115602
775,0.1563645668001905
2325,0.15569978883230456
1487,0.1545762119788634
2137,0.1539600717839002
710,0.1523455580397448
3481,0.15191090506255
2965,0.1509272781182455
3796,0.14958084510974087
2280,0.1494035761667992
3586,0.14924050144892728
343,0.14823324246066932
3010,0.14815943949743846
41,0.14806734062641555
1218,0.14804664203952106
1905,0.14757295747452437
3462,0.146963506144311
1096,0.14657902694650266
107,0.14654866108946232
3996,0.14638501094227996
1711,0.14530784390894483
85,0.1444044366858894
2681,0.14414999403128942
2158,0.14391655259223088
787,0.14344382763731173
621,0.14266416278700672
789,0.14201432049934526
665,0.1419904585617662
3258,0.14142135623730948
1665,0.14072811012017147
3698,0.13975424859373686
1844,0.1388074779093939
2171,0.1385418996746149
3779,0.1381447409988844
522,0.1377997244008268
1419,0.13699754905014833
1246,0.13693063937629152
2267,0.13693063937629152
4006,0.13693063937629152
2031,0.13657543608179562
1829,0.13552618543578768
3052,0.13518177271779988
3134,0.13508580673957477
3128,0.1348399724926484
3474,0.13433209885189348
1332,0.1335882814227136
1921,0.1335809349084057
3242,0.1333333333333333
359,0.13323701002475302
978,0.13316902848554257
2489,0.13315591032282684
645,0.132427423909376
35,0.13233651562541476
346,0.13213128957953302
356,0.13171076463384365
205,0.13138688202454135
1520,0.13116516715679058
1598,0.13116516715679058
2569,0.1308559806475534
429,0.13085332903040106
208,0.1307212905296349
510,0.13041013273932525
1448,0.1302114330657568
2407,0.12976319960801133
1849,0.12920716240994556
1879,0.12909944487358055
1914,0.12830660557435694
2663,0.12792042981336624
3715,0.12780193008453875
10,0.1277347687143409
3781,0.12700012700019048
207,0.12698800808924157
1380,0.1268066397394755
388,0.12670245343199008
1671,0.12639003479138966
472,0.12621094857350137
2316,0.12613124477737825
15,0.1259704116089924
1728,0.1252448582170299
840,0.12517669774492482
1093,0.12472191289246469
12,0.12443420336765101
3442,0.12432784583194285
180,0.12430061856975624
596,0.12423280546754908
3076,0.12413220787308402
2789,0.12403473458920847
2921,0.12403473458920847
2136,0.12403473458920844
213,0.12372538548936815
3821,0.12344267996967354
3038,0.12324720450266415
282,0.12240208128764028
2893,0.12191138306614734
3154,0.12185435916898849
353,0.12171612389003691
3330,0.12167014990392466
797,0.12162422797365942
1679,0.12124580184323827
1565,0.12060453783110543
2637,0.12006004503753283
2454,0.11987285541887979
97,0.11980609085885487
2092,0.11952286093343936
2488,0.11952286093343936
2304,0.11952286093343935
2603,0.11952286093343935
2934,0.11952286093343935
1758,0.11931261827122318
3727,0.1191759143062248
1460,0.1185113657849943
689,0.11846977555181847
117,0.11766220120615349
243,0.11733171098015079
436,0.11706102792223654
1857,0.11696106429438606
858,0.11694106924093722
98,0.11686267528961718
484,0.1165543034828717
2993,0.1165543034828717
1747,0.1164839947426581
2078,0.11624763874381927
1240,0.11619857875482535
3547,0.11618357280412614
483,0.11601465137038411
2088,0.11595420713048969
104,0.1157382773208989
2585,0.11568448309195484
345,0.11562432251572005
2485,0.11562432251572005
936,0.11534996014569449
523,0.11513885447644205
3692,0.11504474832710555
2010,0.1146829277313911
499,0.11468108376172002
2262,0.11400171003847595
2127,0.11379648627163225
272,0.11373922194221611
549,0.11351673439755659
1173,0.11338934190276816
2005,0.11328823680740414
349,0.11315519126906888
2275,0.1131370849898476
2506,0.11276460248233233
204,0.11258799375612023
2133,0.11257560715684668
1273,0.11219363880101485
184,0.11208395991555507
914,0.11202240672224077
2211,0.11202240672224077
491,0.1119980089419836
959,0.11152493418636762
126,0.11145850324946907
1089,0.11141720290623111
3113,0.1113692092779409
3672,0.11081832770072812
1908,0.1106213979763796
3381,0.11051579279910752
473,0.11049892402196597
599,0.11046895414779881
3428,0.10968169942141634
3297,0.1095445115010332
737,0.10918416673680233
1561,0.10910894511799618
284,0.10877671943879001
694,0.10853039276555741
3414,0.10811249552346706
1082,0.10808442529177924
1248,0.10806864539165982
1933,0.10762864093670324
1127,0.10748184298009181
1696,0.1074172311059149
127,0.10720269677731437
3898,0.10707459153723745
1948,0.10703672253816189
2060,0.10690449676496974
622,0.10668698993381627
1122,0.10666097823284842
446,0.1065398413644251
3508,0.10650160840378228
1795,0.10554813452346899
2346,0.10540925533894598
2193,0.1053507433969748
1959,0.10492859047552804
96,0.1047709330317454
2090,0.10471347707292387
637,0.10437071518085823
3275,0.10413152017509349
3744,0.10379985922153638
444,0.10361693153362365
1084,0.10350983390135314
3179,0.10350983390135314
3636,0.10350983390135314
433,0.10308730552839766
333,0.102966471440162
3293,0.1028991510855053
3357,0.1028991510855053
3470,0.1028991510855053
4,0.10283196260228177
3066,0.10270600375222012
852,0.10251356592513192
3227,0.10249000771134847
1017,0.10244816651437659
2738,0.10229915092057101
3016,0.1019294382875251
3204,0.10170952554312154
3296,0.10127393670836665
3401,0.10095089302501374
767,0.10093898773656797
3416,0.10080972981818898
257,0.10065640694646234
1281,0.10047207186066565
1755,0.1004106793461182
643,0.10040241611281235
1361,0.10040241611281235
509,0.10035184828481862
2188,0.1
2420,0.09999999999999999
3535,0.09999999999999999
3106,0.09999999999999998
80,0.0999001497504367
1811,0.09949366763261819
1430,0.09944903161976937
3713,0.09884833011443447
1741,0.09882117688026185
748,0.09879755146408642
2906,0.09879755146408642
1324,0.09837387536759294
2968,0.09837387536759294
2009,0.09831516221681362
1009,0.09830917698810675
3893,0.09824718648648241
3986,0.09817613873476319
2200,0.09813965152246694
1207,0.09787003658578391
2411,0.09784921095801632
2988,0.09784921095801632
2324,0.0975900072948533
1701,0.09754262200082649
708,0.09733285267845752
2694,0.09730085108210398
3022,0.09682458365518543
1630,0.09676412496452294
2016,0.09670131869921908
565,0.09615911471340485
3875,0.09561828874675149
133,0.09560736281530444
1327,0.09558794818157491
3371,0.09556100302298978
434,0.0953998092005724
1019,0.09534625892455924
2595,0.09534625892455924
312,0.09502684007399256
2823,0.0950014250320633
2180,0.09490707529566206
644,0.09474524094763921
1651,0.09466030570784412
1852,0.09466030570784412
357,0.0946058996209746
1311,0.0944911182523068
760,0.09424212936563148
149,0.09419721048511241
934,0.09416472308615165
232,0.09403613539392888
1907,0.09393364366277243
2913,0.09382332813010019
598,0.09361752983857376
623,0.09357043826717311
3304,0.09350491644243689
1393,0.09336330661342157
3358,0.09325048082403137
3525,0.09325048082403137
686,0.09313806308475994
3444,0.09312661473328349
653,0.09307578419910344
2341,0.09299811099505542
895,0.0928773281434554
105,0.0928279121632914
340,0.09281017255239817
1802,0.09280767439828408
1792,0.09274777915203367
616,0.09240761470119
819,0.09237111674214578
39,0.09228949104707808
2864,0.09214426752509267
657,0.09195169831246713
244,0.09194066225649182
1300,0.09191450300180579
611,0.09171267607736146
1468,0.09171267607736144
187,0.09113532707206115
545,0.0909466799497334
203,0.09093257859606313
1817,0.09087389347953037
2999,0.09086737992230738
3420,0.09082487681884434
636,0.09081532183729996
1420,0.09068453126375145
3512,0.09045340337332908
2848,0.0902403594605542
3454,0.0902403594605542
2540,0.09004503377814962
1058,0.0899211242192739
87,0.08973120895672246
2948,0.08965815751510409
618,0.0896108973477165
88,0.0892885263899113
1476,0.08918825850158446
740,0.08885233166386385
1490,0.08866586276648858
722,0.08856148855400951
3389,0.08856148855400951
